Epoch	AverageEpReturns	StdEpReturns	EpLength
197	562.37415	0.0	1000.0
198	446.3632	0.0	1000.0
199	469.7136	0.0	1000.0
200	175.94145	0.0	311.0
201	222.14859	0.0	588.0
202	71.957886	0.0	138.0
203	531.9899	0.0	1000.0
204	455.71548	0.0	1000.0
205	533.03204	0.0	1000.0
206	462.87537	0.0	1000.0
207	91.60446	0.0	169.0
208	173.22253	0.0	369.0
209	506.5843	0.0	1000.0
210	483.12592	0.0	1000.0
211	149.13417	0.0	296.0
212	456.54712	0.0	872.0
213	337.4569	0.0	631.0
214	358.65643	0.0	684.0
215	109.92954	0.0	279.0
216	511.1272	0.0	963.0
217	586.89343	0.0	1000.0
218	488.65686	0.0	1000.0
219	547.06354	0.0	1000.0
220	474.161	0.0	1000.0
221	542.1149	0.0	1000.0
222	462.36792	0.0	1000.0
223	531.85175	0.0	1000.0
224	546.4054	0.0	1000.0
225	366.29614	0.0	702.0
226	59.42966	24.541683	153.5
227	541.5988	0.0	1000.0
228	305.69025	0.0	1000.0
229	205.43788	150.21022	395.0
230	446.83066	0.0	1000.0
231	54.02812	0.0	117.0
232	445.58173	0.0	1000.0
233	504.04306	0.0	1000.0
234	504.55185	0.0	1000.0
235	395.89795	0.0	758.0
236	524.82556	0.0	1000.0
237	520.7357	0.0	1000.0
238	309.5098	0.0	1000.0
239	579.01794	0.0	1000.0
240	203.73041	0.0	521.0
241	442.54367	0.0	1000.0
242	231.44507	0.0	399.0
243	561.1583	0.0	1000.0
244	453.32394	0.0	1000.0
245	463.70474	0.0	1000.0
246	501.6643	0.0	1000.0
247	128.18019	0.0	279.0
248	456.0482	0.0	1000.0
249	584.8073	0.0	1000.0
250	409.41238	0.0	1000.0
251	527.59656	0.0	1000.0
252	437.55594	0.0	1000.0
253	487.65854	0.0	1000.0
254	446.35956	0.0	1000.0
255	228.25694	0.0	454.0
256	321.22638	0.0	623.0
257	573.331	0.0	1000.0
258	533.9941	0.0	1000.0
259	155.25764	37.58765	322.0
260	418.22876	0.0	1000.0
261	464.9756	0.0	1000.0
262	82.25949	70.10654	169.5
263	120.92591	43.38772	293.5
264	212.62965	0.0	591.0
265	229.96138	0.0	462.0
266	573.3078	0.0	1000.0
267	464.51044	0.0	1000.0
268	400.9761	0.0	1000.0
269	562.00287	0.0	1000.0
270	176.61386	0.0	360.0
271	475.74225	0.0	1000.0
272	34.70948	2.3323994	79.0
273	454.77985	0.0	1000.0
274	428.73053	0.0	1000.0
275	576.9073	0.0	1000.0
276	214.55663	27.40364	478.5
277	459.33774	0.0	1000.0
278	495.60312	0.0	1000.0
279	158.11703	0.0	321.0
280	181.76242	100.59198	407.5
281	462.65225	0.0	1000.0
282	221.03033	42.957855	455.5
283	492.95914	0.0	1000.0
284	141.01184	45.147694	259.33334
285	114.397804	0.0	222.0
286	4.865095	0.0	21.0
287	558.7644	0.0	1000.0
288	74.082375	47.281853	181.0
289	592.6054	0.0	1000.0
290	243.23756	113.91142	454.5
291	453.29303	0.0	898.0
292	441.1165	0.0	1000.0
293	552.0633	0.0	1000.0
294	441.93973	0.0	1000.0
295	501.2697	0.0	1000.0
296	493.25406	0.0	1000.0
297	211.5071	0.0	401.0
298	183.38326	0.0	375.0
299	544.6542	0.0	1000.0
300	484.4849	0.0	1000.0
301	492.02505	0.0	1000.0
302	524.538	0.0	983.0
303	118.39954	0.0	244.0
304	214.49245	122.137985	410.5
305	523.7741	0.0	1000.0
306	160.18312	19.870083	309.66666
307	496.91516	0.0	1000.0
308	460.8633	0.0	1000.0
309	125.10756	94.375206	254.0
310	535.49316	0.0	1000.0
311	528.94556	0.0	1000.0
312	497.5287	0.0	1000.0
313	279.16217	0.0	518.0
314	523.3403	0.0	1000.0
315	456.4598	0.0	1000.0
316	110.96054	93.01403	222.66667
317	533.2458	0.0	1000.0
318	235.37589	95.98953	457.0
319	238.65144	0.0	441.0
320	400.8753	0.0	1000.0
321	503.27448	0.0	997.0
322	126.29245	61.321365	243.5
323	450.97784	0.0	1000.0
324	261.48923	24.694206	457.0
325	474.43527	0.0	1000.0
326	100.22852	79.324326	209.5
327	348.5741	0.0	634.0
328	476.34152	0.0	1000.0
329	536.18207	0.0	1000.0
330	509.42728	0.0	1000.0
331	564.5278	0.0	1000.0
332	95.43027	0.0	153.0
333	292.81772	0.0	569.0
334	493.62097	0.0	1000.0
335	413.20413	0.0	1000.0
336	518.2257	0.0	1000.0
337	447.9339	0.0	840.0
338	446.67746	0.0	1000.0
339	544.4022	0.0	1000.0
340	568.37823	0.0	1000.0
341	519.49457	0.0	1000.0
342	198.93477	0.0	472.0
343	514.28955	0.0	1000.0
344	421.87982	0.0	1000.0
345	158.76491	52.331623	297.0
346	434.7332	0.0	867.0
347	449.96136	0.0	1000.0
348	446.19055	0.0	903.0
349	418.7263	0.0	1000.0
350	435.0955	0.0	1000.0
351	489.27814	0.0	1000.0
352	134.64857	24.607807	269.0
353	496.15863	0.0	1000.0
354	504.81583	0.0	1000.0
355	373.16388	0.0	726.0
356	549.5351	0.0	1000.0
357	539.3234	0.0	1000.0
358	537.72485	0.0	1000.0
359	535.3783	0.0	1000.0
360	81.79522	0.0	177.0
361	532.42206	0.0	944.0
362	434.3034	0.0	1000.0
363	528.48193	0.0	1000.0
364	486.86374	0.0	1000.0
365	520.3704	0.0	1000.0
366	550.5346	0.0	1000.0
367	438.20633	0.0	1000.0
368	478.48914	0.0	1000.0
369	578.0919	0.0	1000.0
370	161.48904	0.0	291.0
371	146.8788	69.61193	276.5
372	518.0617	0.0	1000.0
373	400.50372	0.0	1000.0
374	520.81915	0.0	1000.0
375	580.31055	0.0	1000.0
376	559.61316	0.0	1000.0
377	449.69794	0.0	1000.0
378	382.48105	0.0	1000.0
379	490.9535	0.0	1000.0
380	258.09305	0.0	489.0
381	424.6505	0.0	803.0
382	109.0098	63.161507	203.0
383	600.2256	0.0	1000.0
384	479.1866	0.0	1000.0
385	591.2569	0.0	1000.0
386	507.76462	0.0	1000.0
387	515.95416	0.0	1000.0
388	510.6291	0.0	1000.0
389	576.8924	0.0	1000.0
390	253.55399	0.0	493.0
391	176.20007	60.106834	325.0
392	502.23553	0.0	1000.0
393	511.00668	0.0	1000.0
394	568.5918	0.0	1000.0
395	110.87218	0.0	210.0
396	456.59576	0.0	1000.0
397	565.6676	0.0	1000.0
398	232.02802	50.245186	437.0
399	469.1006	0.0	1000.0
400	572.40247	0.0	1000.0
401	2.5420449	0.0	20.0
402	340.60187	0.0	700.0
403	489.77316	0.0	1000.0
404	523.6253	0.0	1000.0
405	562.69025	0.0	1000.0
406	540.2949	0.0	1000.0
407	87.64207	0.0	177.0
408	164.0157	95.05451	306.66666
409	247.5455	0.0	479.0
410	265.0905	0.0	489.0
411	531.4631	0.0	1000.0
412	542.1286	0.0	1000.0
413	433.6139	0.0	1000.0
414	486.19965	0.0	1000.0
415	554.04034	0.0	1000.0
416	462.6998	0.0	1000.0
417	5.929398	0.0	22.0
418	493.95923	0.0	1000.0
419	515.4927	0.0	1000.0
420	507.22726	0.0	1000.0
421	518.56866	0.0	1000.0
422	496.81613	0.0	1000.0
423	577.5891	0.0	1000.0
424	94.809074	0.0	245.0
425	527.784	0.0	1000.0
426	304.20566	0.0	511.0
427	547.37134	0.0	1000.0
428	542.4456	0.0	1000.0
429	222.77458	0.0	432.0
430	488.2557	0.0	1000.0
431	438.69138	0.0	1000.0
432	204.3856	0.0	414.0
433	298.09668	0.0	575.0
434	578.0768	0.0	1000.0
435	532.2908	0.0	1000.0
436	69.34212	0.0	233.0
437	225.4234	138.69199	442.5
438	480.4229	0.0	1000.0
439	495.10117	0.0	1000.0
440	416.04105	0.0	1000.0
441	557.2284	0.0	1000.0
442	129.73628	0.0	313.0
443	201.40286	0.0	400.0
444	552.02246	0.0	1000.0
445	500.94757	0.0	1000.0
446	132.75249	0.0	311.0
447	495.93304	0.0	1000.0
448	186.96654	0.0	444.0
449	193.86935	0.0	525.0
450	254.59575	129.53883	482.5
451	163.99754	0.0	386.0
452	233.94588	206.67178	430.0
453	522.03424	0.0	1000.0
454	128.21513	0.0	241.0
455	119.00775	81.56921	255.33333
456	165.4158	0.0	318.0
457	459.72467	0.0	1000.0
458	447.47302	0.0	1000.0
459	453.7055	0.0	861.0
460	60.117943	0.0	122.0
461	153.71465	121.040855	306.0
462	314.2833	0.0	567.0
463	560.2747	0.0	1000.0
464	170.64151	72.88251	400.0
465	199.72623	93.99716	352.5
466	560.7236	0.0	1000.0
467	550.7225	0.0	1000.0
468	431.47397	0.0	1000.0
469	75.203125	0.0	155.0
470	112.269615	0.0	214.0
471	440.02954	0.0	1000.0
472	426.5942	0.0	1000.0
473	42.66206	0.0	103.0
474	512.3253	0.0	1000.0
475	393.43314	0.0	726.0
476	47.917103	0.0	108.0
477	117.74312	0.0	280.0
478	553.73596	0.0	1000.0
479	236.74802	122.5351	451.5
480	447.80008	0.0	1000.0
481	535.6041	0.0	1000.0
482	48.82129	0.0	113.0
483	78.01186	48.591583	163.66667
484	528.1174	0.0	1000.0
485	356.597	0.0	669.0
486	575.97687	0.0	1000.0
487	164.19775	0.0	334.0
488	59.015953	0.0	133.0
489	596.86456	0.0	1000.0
490	358.70157	0.0	659.0
491	471.14316	0.0	1000.0
492	549.3302	0.0	1000.0
493	570.3645	0.0	1000.0
494	161.89049	0.0	368.0
495	584.0582	0.0	1000.0
496	579.4643	0.0	1000.0
497	467.59033	0.0	1000.0
498	426.699	0.0	1000.0
499	494.02997	0.0	1000.0
500	384.85098	0.0	781.0
501	574.92004	0.0	1000.0
502	551.5087	0.0	1000.0
503	520.1187	0.0	1000.0
504	569.1607	0.0	1000.0
505	553.858	0.0	1000.0
506	502.64523	0.0	1000.0
507	501.50793	0.0	1000.0
508	208.00092	0.0	527.0
509	482.07053	0.0	1000.0
510	473.71255	0.0	1000.0
511	563.663	0.0	1000.0
512	24.697563	0.0	57.0
513	569.87085	0.0	1000.0
514	450.68716	0.0	1000.0
515	121.57664	0.0	258.0
516	591.9797	0.0	1000.0
517	572.06866	0.0	1000.0
518	427.59473	0.0	1000.0
519	130.45377	0.0	319.0
520	248.90683	21.835121	452.5
521	559.93066	0.0	1000.0
522	589.9326	0.0	1000.0
523	528.0617	0.0	1000.0
524	247.66667	148.98647	475.0
525	562.31287	0.0	1000.0
526	510.96463	0.0	1000.0
527	562.3711	0.0	1000.0
528	566.5335	0.0	1000.0
529	444.93796	0.0	1000.0
530	595.94836	0.0	1000.0
531	164.25139	0.0	327.0
532	173.18701	0.0	363.0
533	409.53445	0.0	936.0
534	492.85867	0.0	1000.0
535	568.2318	0.0	1000.0
536	548.90735	0.0	1000.0
537	307.35974	0.0	817.0
538	504.00546	0.0	1000.0
539	225.56856	0.0	447.0
540	499.21567	0.0	1000.0
541	51.29139	0.0	113.0
542	558.35675	0.0	1000.0
543	232.84097	0.0	480.0
544	31.541182	0.0	82.0
545	448.93164	0.0	1000.0
546	301.2285	0.0	634.0
547	372.8167	0.0	1000.0
548	445.16953	0.0	1000.0
549	437.97568	0.0	1000.0
550	519.3325	0.0	952.0
551	407.8651	0.0	1000.0
552	248.1926	97.306274	462.0
553	390.0318	0.0	690.0
554	452.63565	0.0	1000.0
555	364.7203	0.0	679.0
556	105.94768	39.002697	254.0
557	383.9742	0.0	1000.0
558	468.94586	0.0	1000.0
559	448.20294	0.0	1000.0
560	325.77625	0.0	611.0
561	66.129715	0.0	181.0
562	151.8329	0.0	256.0
563	581.0656	0.0	1000.0
564	452.43698	0.0	1000.0
565	567.46405	0.0	1000.0
566	68.876526	20.587975	152.5
567	434.8552	0.0	1000.0
568	476.5058	0.0	1000.0
569	485.44675	0.0	1000.0
570	573.281	0.0	1000.0
571	458.05743	0.0	1000.0
572	551.07355	0.0	1000.0
573	119.86593	0.0	236.0
574	452.02853	0.0	1000.0
575	548.00146	0.0	1000.0
576	456.3527	0.0	774.0
577	540.3166	0.0	1000.0
578	441.74927	0.0	1000.0
579	186.0711	25.8825	392.5
580	417.0941	0.0	1000.0
581	246.54086	41.222862	460.0
582	538.7406	0.0	1000.0
583	563.6012	0.0	1000.0
584	51.03716	0.0	91.0
585	173.34369	0.0	331.0
586	434.235	0.0	1000.0
587	198.77504	0.0	360.0
588	498.50345	0.0	1000.0
589	489.66345	0.0	1000.0
590	373.54453	0.0	1000.0
591	134.6243	0.0	277.0
592	467.37488	0.0	1000.0
593	215.71371	51.68576	486.0
594	429.29105	0.0	1000.0
595	97.61891	0.0	257.0
596	593.1152	0.0	1000.0
597	385.44815	0.0	733.0
598	483.64996	0.0	1000.0
599	535.8035	0.0	1000.0
600	63.35054	21.01522	135.0
601	183.53047	177.20891	346.0
602	580.71906	0.0	1000.0
603	185.52095	88.1357	350.0
604	537.2181	0.0	1000.0
605	526.96185	0.0	1000.0
606	591.03625	0.0	1000.0
607	296.9636	0.0	564.0
608	452.57123	0.0	1000.0
609	478.2085	0.0	1000.0
610	499.2137	0.0	1000.0
611	181.6273	0.0	363.0
612	536.4908	0.0	1000.0
613	222.78967	0.0	397.0
614	449.85028	0.0	1000.0
615	443.01627	0.0	1000.0
616	428.83002	0.0	1000.0
617	462.1845	0.0	846.0
618	405.38757	0.0	1000.0
619	216.1635	25.371948	462.5
620	401.6938	0.0	751.0
621	554.56635	0.0	1000.0
622	467.69662	0.0	1000.0
623	176.2286	48.8172	337.5
624	215.27924	117.094215	394.5
625	481.90244	0.0	1000.0
626	191.3439	37.9289	392.0
627	490.37256	0.0	1000.0
628	247.83582	0.0	441.0
629	545.8071	0.0	1000.0
630	150.14314	0.0	322.0
631	209.47177	18.903564	429.0
632	381.4671	0.0	720.0
633	522.28406	0.0	1000.0
634	215.41144	0.0	349.0
635	432.26312	0.0	1000.0
636	481.72806	0.0	1000.0
637	397.1642	0.0	1000.0
638	489.77316	0.0	1000.0
639	165.28117	0.0	335.0
640	196.315	8.247078	429.5
641	57.157	0.0	110.0
642	178.31874	0.0	432.0
643	182.40791	0.0	355.0
644	232.76743	0.0	478.0
645	84.69656	80.676544	167.0
646	476.2929	0.0	891.0
647	516.01636	0.0	1000.0
648	478.29837	0.0	1000.0
649	578.0923	0.0	1000.0
650	536.50665	0.0	1000.0
651	457.58865	0.0	1000.0
652	494.65204	0.0	1000.0
653	497.84717	0.0	1000.0
654	425.42044	0.0	786.0
655	468.665	0.0	1000.0
656	476.37714	0.0	1000.0
657	127.964966	64.68817	293.5
658	184.9688	0.0	354.0
659	541.7113	0.0	986.0
660	183.33318	0.0	358.0
661	443.24814	0.0	793.0
662	273.09055	128.43216	483.5
663	182.49016	0.0	372.0
664	566.6078	0.0	1000.0
665	566.49915	0.0	1000.0
666	376.55515	0.0	682.0
667	492.44565	0.0	1000.0
668	539.7408	0.0	1000.0
669	505.16132	0.0	933.0
670	182.17993	28.997093	398.5
671	588.14923	0.0	1000.0
672	68.34626	0.0	186.0
673	517.02246	0.0	979.0
674	82.90372	11.524418	196.0
675	558.1813	0.0	1000.0
676	597.15967	0.0	1000.0
677	492.65723	0.0	1000.0
678	437.4723	0.0	1000.0
679	457.57922	0.0	1000.0
680	109.466286	0.0	223.0
681	492.05157	0.0	1000.0
682	262.57922	29.188126	467.0
683	574.4835	0.0	1000.0
684	510.8462	0.0	1000.0
685	562.0542	0.0	1000.0
686	453.6006	0.0	1000.0
687	496.4824	0.0	1000.0
688	552.13745	0.0	1000.0
689	85.5262	0.0	202.0
690	193.43822	0.0	422.0
691	491.2615	0.0	1000.0
692	583.8308	0.0	1000.0
693	422.8964	0.0	1000.0
694	560.5692	0.0	1000.0
695	104.82384	0.0	242.0
696	434.93762	0.0	1000.0
697	416.2196	0.0	806.0
698	598.43097	0.0	1000.0
699	550.0634	0.0	1000.0
700	141.33655	37.817375	257.5
701	92.98774	0.0	165.0
702	443.127	0.0	1000.0
703	432.4897	0.0	1000.0
704	521.6269	0.0	1000.0
705	568.6685	0.0	1000.0
706	594.41095	0.0	1000.0
707	137.14217	0.0	271.0
708	594.5398	0.0	1000.0
709	596.0419	0.0	1000.0
710	445.03387	0.0	1000.0
711	577.1604	0.0	1000.0
712	69.60499	0.0	162.0
713	547.79407	0.0	1000.0
714	529.21906	0.0	1000.0
715	566.51	0.0	1000.0
716	479.81818	0.0	1000.0
717	442.11838	0.0	1000.0
718	463.89053	0.0	1000.0
719	582.33875	0.0	1000.0
720	151.40337	0.0	334.0
721	442.8585	0.0	1000.0
722	193.21246	0.0	371.0
723	554.8828	0.0	1000.0
724	496.5858	0.0	1000.0
725	398.54343	0.0	1000.0
726	510.33377	0.0	1000.0
727	494.44287	0.0	1000.0
728	464.06543	0.0	1000.0
729	541.65564	0.0	1000.0
730	381.55182	0.0	1000.0
731	501.9598	0.0	1000.0
732	555.0783	0.0	1000.0
733	384.34113	0.0	1000.0
734	484.9124	0.0	1000.0
735	394.61716	0.0	1000.0
736	565.33435	0.0	1000.0
737	516.92395	0.0	1000.0
738	230.1426	0.0	381.0
739	490.68634	0.0	1000.0
740	500.89673	0.0	1000.0
741	441.34885	0.0	1000.0
742	418.17465	0.0	1000.0
743	422.9594	0.0	1000.0
744	227.51328	0.0	519.0
745	207.83426	17.229248	413.0
746	509.78583	0.0	1000.0
747	198.00299	0.0	341.0
748	527.1903	0.0	1000.0
749	502.7373	0.0	1000.0
750	444.89755	0.0	1000.0
751	501.83704	0.0	1000.0
752	480.4631	0.0	1000.0
753	536.6264	0.0	1000.0
754	265.98178	0.0	516.0
755	550.3691	0.0	1000.0
756	455.70148	0.0	1000.0
757	549.18964	0.0	1000.0
758	534.86804	0.0	1000.0
759	173.32204	0.0	466.0
760	514.67523	0.0	1000.0
761	458.9789	0.0	1000.0
762	359.5355	0.0	1000.0
763	391.22473	0.0	1000.0
764	547.685	0.0	1000.0
765	512.61536	0.0	1000.0
766	494.81357	0.0	1000.0
767	436.1804	0.0	1000.0
768	450.00003	0.0	1000.0
769	154.08946	0.0	324.0
770	412.62042	0.0	1000.0
771	534.0341	0.0	1000.0
772	563.90686	0.0	1000.0
773	394.67883	0.0	1000.0
774	472.10013	0.0	1000.0
775	441.73734	0.0	1000.0
776	462.37076	0.0	1000.0
777	506.3769	0.0	1000.0
778	435.64923	0.0	1000.0
779	553.8667	0.0	1000.0
780	363.6322	0.0	1000.0
781	505.31656	0.0	1000.0
782	534.42413	0.0	1000.0
783	398.69534	0.0	1000.0
784	204.06	0.0	375.0
785	466.15128	0.0	1000.0
786	143.82397	0.0	284.0
787	400.5153	0.0	1000.0
788	408.63705	0.0	1000.0
789	416.773	0.0	1000.0
790	582.0784	0.0	1000.0
791	524.53107	0.0	1000.0
792	548.3135	0.0	1000.0
793	566.6807	0.0	1000.0
794	536.8032	0.0	1000.0
795	530.33264	0.0	1000.0
796	448.38925	0.0	1000.0
797	533.076	0.0	1000.0
798	513.41833	0.0	1000.0
799	177.80853	0.0	387.0
800	410.07962	0.0	1000.0
801	569.9731	0.0	1000.0
802	527.56287	0.0	1000.0
803	218.27953	39.17949	436.5
804	590.09753	0.0	1000.0
805	74.658035	0.0	173.0
806	220.67706	0.0	430.0
807	481.17886	0.0	1000.0
808	532.7956	0.0	1000.0
809	554.45264	0.0	1000.0
810	564.22473	0.0	1000.0
811	437.05243	0.0	1000.0
812	447.51392	0.0	1000.0
813	471.9587	0.0	1000.0
814	431.06357	0.0	1000.0
815	454.48727	0.0	1000.0
816	540.1565	0.0	1000.0
817	539.2334	0.0	1000.0
818	563.4154	0.0	1000.0
819	16.590366	0.0	55.0
820	590.08405	0.0	1000.0
821	529.87524	0.0	1000.0
822	430.59406	0.0	1000.0
823	136.50594	42.86749	280.66666
824	574.7551	0.0	1000.0
825	572.57623	0.0	1000.0
826	474.71198	0.0	1000.0
827	517.0922	0.0	1000.0
828	545.14514	0.0	1000.0
829	266.9092	0.0	635.0
830	469.38455	0.0	1000.0
831	234.51341	0.0	498.0
832	541.5158	0.0	1000.0
833	281.36063	0.0	658.0
834	555.99585	0.0	1000.0
835	576.25323	0.0	1000.0
836	536.8943	0.0	1000.0
837	502.73495	0.0	1000.0
838	430.6276	0.0	1000.0
839	588.16455	0.0	1000.0
840	388.99887	0.0	1000.0
841	156.05211	0.0	358.0
842	224.69142	0.0	438.0
843	518.3099	0.0	1000.0
844	561.29596	0.0	1000.0
845	399.0288	0.0	875.0
846	530.1091	0.0	1000.0
847	563.5363	0.0	1000.0
848	469.01025	0.0	1000.0
849	439.34116	0.0	1000.0
850	559.7774	0.0	1000.0
851	205.0338	0.0	428.0
852	447.30032	0.0	1000.0
853	523.38824	0.0	1000.0
854	536.14624	0.0	1000.0
855	504.04834	0.0	1000.0
856	205.4144	15.247917	387.5
857	568.26105	0.0	1000.0
858	320.09802	0.0	515.0
859	419.1068	0.0	1000.0
860	543.2229	0.0	1000.0
861	548.5993	0.0	1000.0
862	564.8521	0.0	1000.0
863	90.06288	0.0	182.0
864	451.16458	0.0	1000.0
865	593.7937	0.0	1000.0
866	542.7849	0.0	1000.0
867	5.5870733	0.0	20.0
868	579.95044	0.0	1000.0
869	125.9143	0.0	255.0
870	560.7631	0.0	1000.0
871	543.82916	0.0	1000.0
872	499.54535	0.0	1000.0
873	509.48907	0.0	1000.0
874	573.4391	0.0	1000.0
875	472.55527	0.0	1000.0
876	558.7041	0.0	1000.0
877	520.0122	0.0	1000.0
878	500.28232	0.0	1000.0
879	349.03928	0.0	673.0
880	443.27994	0.0	879.0
881	529.8037	0.0	1000.0
882	498.7839	0.0	1000.0
883	531.5017	0.0	1000.0
884	567.23883	0.0	1000.0
