Epoch	AverageEpReturns	StdEpReturns	MaxEpReturns	MinEpReturns	EpSteps
116	747.03876	0.0	747.03876	747.03876	1000.0
117	789.3242	0.0	789.3242	789.3242	1000.0
118	733.85846	0.0	733.85846	733.85846	1000.0
119	833.5577	0.0	833.5577	833.5577	1000.0
120	749.5261	0.0	749.5261	749.5261	1000.0
121	793.9903	0.0	793.9903	793.9903	1000.0
122	787.6446	0.0	787.6446	787.6446	1000.0
123	835.6735	0.0	835.6735	835.6735	1000.0
124	818.4059	0.0	818.4059	818.4059	1000.0
125	766.55597	0.0	766.55597	766.55597	1000.0
126	807.48004	0.0	807.48004	807.48004	1000.0
127	810.1545	0.0	810.1545	810.1545	1000.0
128	847.2175	0.0	847.2175	847.2175	1000.0
129	840.84204	0.0	840.84204	840.84204	1000.0
130	871.02075	0.0	871.02075	871.02075	1000.0
131	866.0359	0.0	866.0359	866.0359	1000.0
132	767.0062	0.0	767.0062	767.0062	1000.0
133	764.12476	0.0	764.12476	764.12476	1000.0
134	826.2441	0.0	826.2441	826.2441	1000.0
135	736.98785	0.0	736.98785	736.98785	1000.0
136	773.2463	0.0	773.2463	773.2463	1000.0
137	757.34247	0.0	757.34247	757.34247	1000.0
138	844.39825	0.0	844.39825	844.39825	1000.0
139	822.22516	0.0	822.22516	822.22516	1000.0
140	855.6727	0.0	855.6727	855.6727	1000.0
141	759.0334	0.0	759.0334	759.0334	1000.0
142	750.0167	0.0	750.0167	750.0167	1000.0
143	769.0622	0.0	769.0622	769.0622	1000.0
144	883.08704	0.0	883.08704	883.08704	1000.0
145	800.5209	0.0	800.5209	800.5209	1000.0
146	808.57104	0.0	808.57104	808.57104	1000.0
147	808.135	0.0	808.135	808.135	1000.0
148	819.01324	0.0	819.01324	819.01324	1000.0
149	786.11005	0.0	786.11005	786.11005	1000.0
150	770.7227	0.0	770.7227	770.7227	1000.0
151	856.727	0.0	856.727	856.727	1000.0
152	845.12604	0.0	845.12604	845.12604	1000.0
153	727.3345	0.0	727.3345	727.3345	1000.0
154	829.2507	0.0	829.2507	829.2507	1000.0
155	861.4122	0.0	861.4122	861.4122	1000.0
156	818.71906	0.0	818.71906	818.71906	1000.0
157	791.2431	0.0	791.2431	791.2431	1000.0
158	875.4751	0.0	875.4751	875.4751	1000.0
159	800.5023	0.0	800.5023	800.5023	1000.0
160	820.3545	0.0	820.3545	820.3545	1000.0
161	796.0314	0.0	796.0314	796.0314	1000.0
162	840.0473	0.0	840.0473	840.0473	1000.0
163	836.6657	0.0	836.6657	836.6657	1000.0
164	893.97076	0.0	893.97076	893.97076	1000.0
165	860.00446	0.0	860.00446	860.00446	1000.0
166	883.3432	0.0	883.3432	883.3432	1000.0
167	874.7192	0.0	874.7192	874.7192	1000.0
168	881.08405	0.0	881.08405	881.08405	1000.0
169	875.95935	0.0	875.95935	875.95935	1000.0
170	856.99915	0.0	856.99915	856.99915	1000.0
171	892.5649	0.0	892.5649	892.5649	1000.0
172	864.21967	0.0	864.21967	864.21967	1000.0
173	871.37823	0.0	871.37823	871.37823	1000.0
174	870.3417	0.0	870.3417	870.3417	1000.0
175	845.63293	0.0	845.63293	845.63293	1000.0
176	869.4266	0.0	869.4266	869.4266	1000.0
177	871.3003	0.0	871.3003	871.3003	1000.0
178	898.2933	0.0	898.2933	898.2933	1000.0
179	858.1884	0.0	858.1884	858.1884	1000.0
180	958.3857	0.0	958.3857	958.3857	1000.0
181	843.2539	0.0	843.2539	843.2539	1000.0
182	864.15607	0.0	864.15607	864.15607	1000.0
183	904.29004	0.0	904.29004	904.29004	1000.0
184	934.0187	0.0	934.0187	934.0187	1000.0
185	864.9674	0.0	864.9674	864.9674	1000.0
186	851.37695	0.0	851.37695	851.37695	1000.0
187	876.7784	0.0	876.7784	876.7784	1000.0
188	984.4399	0.0	984.4399	984.4399	1000.0
189	926.3901	0.0	926.3901	926.3901	1000.0
190	900.48975	0.0	900.48975	900.48975	1000.0
191	915.20575	0.0	915.20575	915.20575	1000.0
192	810.245	0.0	810.245	810.245	1000.0
193	848.80493	0.0	848.80493	848.80493	1000.0
194	872.00006	0.0	872.00006	872.00006	1000.0
195	861.92487	0.0	861.92487	861.92487	1000.0
196	757.44775	0.0	757.44775	757.44775	1000.0
197	924.74756	0.0	924.74756	924.74756	1000.0
198	824.33386	0.0	824.33386	824.33386	1000.0
199	909.42786	0.0	909.42786	909.42786	1000.0
200	917.00006	0.0	917.00006	917.00006	1000.0
201	856.3314	0.0	856.3314	856.3314	1000.0
202	916.394	0.0	916.394	916.394	1000.0
203	904.7662	0.0	904.7662	904.7662	1000.0
204	833.0304	0.0	833.0304	833.0304	1000.0
205	925.6056	0.0	925.6056	925.6056	1000.0
206	944.5577	0.0	944.5577	944.5577	1000.0
207	897.55054	0.0	897.55054	897.55054	1000.0
208	887.09875	0.0	887.09875	887.09875	1000.0
209	923.169	0.0	923.169	923.169	1000.0
210	945.5635	0.0	945.5635	945.5635	1000.0
211	955.1408	0.0	955.1408	955.1408	1000.0
212	892.38464	0.0	892.38464	892.38464	1000.0
213	962.60486	0.0	962.60486	962.60486	1000.0
214	940.99603	0.0	940.99603	940.99603	1000.0
215	933.18835	0.0	933.18835	933.18835	1000.0
216	948.42365	0.0	948.42365	948.42365	1000.0
217	890.37244	0.0	890.37244	890.37244	1000.0
218	963.59564	0.0	963.59564	963.59564	1000.0
219	844.2273	0.0	844.2273	844.2273	1000.0
220	956.2606	0.0	956.2606	956.2606	1000.0
221	924.8095	0.0	924.8095	924.8095	1000.0
222	885.57764	0.0	885.57764	885.57764	1000.0
223	963.64966	0.0	963.64966	963.64966	1000.0
224	871.1251	0.0	871.1251	871.1251	1000.0
225	960.7304	0.0	960.7304	960.7304	1000.0
226	919.91785	0.0	919.91785	919.91785	1000.0
227	944.1513	0.0	944.1513	944.1513	1000.0
228	935.60583	0.0	935.60583	935.60583	1000.0
229	966.3418	0.0	966.3418	966.3418	1000.0
230	942.646	0.0	942.646	942.646	1000.0
231	852.7933	0.0	852.7933	852.7933	1000.0
232	951.07043	0.0	951.07043	951.07043	1000.0
233	893.5892	0.0	893.5892	893.5892	1000.0
234	915.7087	0.0	915.7087	915.7087	1000.0
235	898.2079	0.0	898.2079	898.2079	1000.0
236	914.4659	0.0	914.4659	914.4659	1000.0
237	963.8293	0.0	963.8293	963.8293	1000.0
238	895.80115	0.0	895.80115	895.80115	1000.0
239	917.72833	0.0	917.72833	917.72833	1000.0
240	918.2836	0.0	918.2836	918.2836	1000.0
241	864.09235	0.0	864.09235	864.09235	1000.0
242	903.36127	0.0	903.36127	903.36127	1000.0
243	864.74994	0.0	864.74994	864.74994	1000.0
244	878.76886	0.0	878.76886	878.76886	1000.0
245	837.7756	0.0	837.7756	837.7756	1000.0
246	756.20685	0.0	756.20685	756.20685	1000.0
247	943.4196	0.0	943.4196	943.4196	1000.0
248	920.9465	0.0	920.9465	920.9465	1000.0
249	926.06757	0.0	926.06757	926.06757	1000.0
250	990.4908	0.0	990.4908	990.4908	1000.0
251	952.4988	0.0	952.4988	952.4988	1000.0
252	884.46405	0.0	884.46405	884.46405	1000.0
253	962.2617	0.0	962.2617	962.2617	1000.0
254	921.0919	0.0	921.0919	921.0919	1000.0
255	884.009	0.0	884.009	884.009	1000.0
256	849.4855	0.0	849.4855	849.4855	1000.0
257	926.99945	0.0	926.99945	926.99945	1000.0
258	979.9724	0.0	979.9724	979.9724	1000.0
259	889.38116	0.0	889.38116	889.38116	1000.0
260	929.5171	0.0	929.5171	929.5171	1000.0
261	905.56476	0.0	905.56476	905.56476	1000.0
262	968.69574	0.0	968.69574	968.69574	1000.0
263	893.15576	0.0	893.15576	893.15576	1000.0
264	903.1751	0.0	903.1751	903.1751	1000.0
265	933.3181	0.0	933.3181	933.3181	1000.0
266	907.4336	0.0	907.4336	907.4336	1000.0
267	905.02966	0.0	905.02966	905.02966	1000.0
268	957.75244	0.0	957.75244	957.75244	1000.0
269	961.76715	0.0	961.76715	961.76715	1000.0
270	896.1143	0.0	896.1143	896.1143	1000.0
271	924.7691	0.0	924.7691	924.7691	1000.0
272	920.04193	0.0	920.04193	920.04193	1000.0
273	919.7154	0.0	919.7154	919.7154	1000.0
274	1002.6679	0.0	1002.6679	1002.6679	1000.0
275	964.6183	0.0	964.6183	964.6183	1000.0
276	995.1155	0.0	995.1155	995.1155	1000.0
277	897.06903	0.0	897.06903	897.06903	1000.0
278	956.041	0.0	956.041	956.041	1000.0
279	954.4229	0.0	954.4229	954.4229	1000.0
280	946.9288	0.0	946.9288	946.9288	1000.0
281	1003.7372	0.0	1003.7372	1003.7372	1000.0
282	984.061	0.0	984.061	984.061	1000.0
283	1042.3275	0.0	1042.3275	1042.3275	1000.0
284	1012.6867	0.0	1012.6867	1012.6867	1000.0
285	936.3315	0.0	936.3315	936.3315	1000.0
286	993.5015	0.0	993.5015	993.5015	1000.0
287	996.2247	0.0	996.2247	996.2247	1000.0
288	940.5732	0.0	940.5732	940.5732	1000.0
289	1082.2856	0.0	1082.2856	1082.2856	1000.0
290	988.01605	0.0	988.01605	988.01605	1000.0
291	945.3897	0.0	945.3897	945.3897	1000.0
292	993.63806	0.0	993.63806	993.63806	1000.0
293	961.02795	0.0	961.02795	961.02795	1000.0
294	883.57104	0.0	883.57104	883.57104	1000.0
295	956.10736	0.0	956.10736	956.10736	1000.0
296	890.1512	0.0	890.1512	890.1512	1000.0
297	944.1731	0.0	944.1731	944.1731	1000.0
298	963.36694	0.0	963.36694	963.36694	1000.0
299	977.95294	0.0	977.95294	977.95294	1000.0
300	1000.696	0.0	1000.696	1000.696	1000.0
301	943.4403	0.0	943.4403	943.4403	1000.0
302	972.70746	0.0	972.70746	972.70746	1000.0
303	985.37573	0.0	985.37573	985.37573	1000.0
304	984.55963	0.0	984.55963	984.55963	1000.0
305	896.07983	0.0	896.07983	896.07983	1000.0
306	1049.8888	0.0	1049.8888	1049.8888	1000.0
307	905.53186	0.0	905.53186	905.53186	1000.0
308	1005.0215	0.0	1005.0215	1005.0215	1000.0
309	902.89386	0.0	902.89386	902.89386	1000.0
310	1037.5425	0.0	1037.5425	1037.5425	1000.0
311	1103.9012	0.0	1103.9012	1103.9012	1000.0
312	940.43976	0.0	940.43976	940.43976	1000.0
313	1086.7603	0.0	1086.7603	1086.7603	1000.0
314	932.30084	0.0	932.30084	932.30084	1000.0
315	1054.7368	0.0	1054.7368	1054.7368	1000.0
316	1001.8727	0.0	1001.8727	1001.8727	1000.0
317	993.7161	0.0	993.7161	993.7161	1000.0
318	1036.2102	0.0	1036.2102	1036.2102	1000.0
319	958.41223	0.0	958.41223	958.41223	1000.0
320	990.56354	0.0	990.56354	990.56354	1000.0
321	992.0742	0.0	992.0742	992.0742	1000.0
322	1071.8539	0.0	1071.8539	1071.8539	1000.0
323	997.79376	0.0	997.79376	997.79376	1000.0
324	1005.4439	0.0	1005.4439	1005.4439	1000.0
325	1000.8564	0.0	1000.8564	1000.8564	1000.0
326	988.41766	0.0	988.41766	988.41766	1000.0
327	870.32263	0.0	870.32263	870.32263	1000.0
328	784.5171	0.0	784.5171	784.5171	1000.0
329	993.3176	0.0	993.3176	993.3176	1000.0
330	952.47534	0.0	952.47534	952.47534	1000.0
331	959.76984	0.0	959.76984	959.76984	1000.0
332	991.60114	0.0	991.60114	991.60114	1000.0
333	953.989	0.0	953.989	953.989	1000.0
334	994.60815	0.0	994.60815	994.60815	1000.0
335	932.30444	0.0	932.30444	932.30444	1000.0
336	976.2671	0.0	976.2671	976.2671	1000.0
337	983.16534	0.0	983.16534	983.16534	1000.0
338	1011.5657	0.0	1011.5657	1011.5657	1000.0
339	1019.88196	0.0	1019.88196	1019.88196	1000.0
340	997.5484	0.0	997.5484	997.5484	1000.0
341	905.5075	0.0	905.5075	905.5075	1000.0
342	1005.15857	0.0	1005.15857	1005.15857	1000.0
343	901.36414	0.0	901.36414	901.36414	1000.0
344	837.6072	0.0	837.6072	837.6072	1000.0
345	782.32153	0.0	782.32153	782.32153	1000.0
346	914.1483	0.0	914.1483	914.1483	1000.0
347	812.0666	0.0	812.0666	812.0666	1000.0
348	972.2462	0.0	972.2462	972.2462	1000.0
349	899.2863	0.0	899.2863	899.2863	1000.0
350	1053.2637	0.0	1053.2637	1053.2637	1000.0
351	748.572	0.0	748.572	748.572	1000.0
352	809.2799	0.0	809.2799	809.2799	1000.0
353	1027.5592	0.0	1027.5592	1027.5592	1000.0
354	699.0447	0.0	699.0447	699.0447	1000.0
355	724.5943	0.0	724.5943	724.5943	1000.0
356	989.5639	0.0	989.5639	989.5639	1000.0
357	725.2455	0.0	725.2455	725.2455	1000.0
358	965.4837	0.0	965.4837	965.4837	1000.0
359	1019.40344	0.0	1019.40344	1019.40344	1000.0
360	976.5984	0.0	976.5984	976.5984	1000.0
361	1027.3695	0.0	1027.3695	1027.3695	1000.0
362	927.36896	0.0	927.36896	927.36896	1000.0
363	1048.6244	0.0	1048.6244	1048.6244	1000.0
364	855.7911	0.0	855.7911	855.7911	1000.0
365	987.5329	0.0	987.5329	987.5329	1000.0
366	981.1597	0.0	981.1597	981.1597	1000.0
367	1011.6096	0.0	1011.6096	1011.6096	1000.0
368	922.6254	0.0	922.6254	922.6254	1000.0
369	1013.8065	0.0	1013.8065	1013.8065	1000.0
370	1006.4666	0.0	1006.4666	1006.4666	1000.0
371	1040.0417	0.0	1040.0417	1040.0417	1000.0
372	1017.32043	0.0	1017.32043	1017.32043	1000.0
373	1113.2438	0.0	1113.2438	1113.2438	1000.0
374	1078.2782	0.0	1078.2782	1078.2782	1000.0
375	985.6667	0.0	985.6667	985.6667	1000.0
376	889.4577	0.0	889.4577	889.4577	1000.0
377	1040.3746	0.0	1040.3746	1040.3746	1000.0
378	1121.6453	0.0	1121.6453	1121.6453	1000.0
379	1020.8633	0.0	1020.8633	1020.8633	1000.0
380	1140.9801	0.0	1140.9801	1140.9801	1000.0
381	998.03345	0.0	998.03345	998.03345	1000.0
382	1107.447	0.0	1107.447	1107.447	1000.0
383	1033.5078	0.0	1033.5078	1033.5078	1000.0
384	1021.473	0.0	1021.473	1021.473	1000.0
385	1014.86127	0.0	1014.86127	1014.86127	1000.0
386	1049.8206	0.0	1049.8206	1049.8206	1000.0
387	978.98065	0.0	978.98065	978.98065	1000.0
388	1006.7567	0.0	1006.7567	1006.7567	1000.0
389	737.6998	0.0	737.6998	737.6998	1000.0
390	1015.8189	0.0	1015.8189	1015.8189	1000.0
391	894.3431	0.0	894.3431	894.3431	1000.0
392	970.0064	0.0	970.0064	970.0064	1000.0
393	1103.7494	0.0	1103.7494	1103.7494	1000.0
394	965.37524	0.0	965.37524	965.37524	1000.0
395	1036.9944	0.0	1036.9944	1036.9944	1000.0
396	1055.6858	0.0	1055.6858	1055.6858	1000.0
397	946.5251	0.0	946.5251	946.5251	1000.0
398	1086.0354	0.0	1086.0354	1086.0354	1000.0
399	1063.826	0.0	1063.826	1063.826	1000.0
400	1069.8688	0.0	1069.8688	1069.8688	1000.0
401	1093.0891	0.0	1093.0891	1093.0891	1000.0
402	976.5702	0.0	976.5702	976.5702	1000.0
403	883.59814	0.0	883.59814	883.59814	1000.0
404	1270.8751	0.0	1270.8751	1270.8751	1000.0
405	1087.7068	0.0	1087.7068	1087.7068	1000.0
406	1183.755	0.0	1183.755	1183.755	1000.0
407	1081.7014	0.0	1081.7014	1081.7014	1000.0
408	1144.5164	0.0	1144.5164	1144.5164	1000.0
409	1005.619	0.0	1005.619	1005.619	1000.0
410	927.3729	0.0	927.3729	927.3729	1000.0
411	1171.6881	0.0	1171.6881	1171.6881	1000.0
412	1048.3782	0.0	1048.3782	1048.3782	1000.0
413	1137.3198	0.0	1137.3198	1137.3198	1000.0
414	1177.9886	0.0	1177.9886	1177.9886	1000.0
415	1183.1274	0.0	1183.1274	1183.1274	1000.0
416	1011.53204	0.0	1011.53204	1011.53204	1000.0
417	1090.2433	0.0	1090.2433	1090.2433	1000.0
418	1191.2792	0.0	1191.2792	1191.2792	1000.0
419	1247.2876	0.0	1247.2876	1247.2876	1000.0
420	1136.7189	0.0	1136.7189	1136.7189	1000.0
421	1130.0874	0.0	1130.0874	1130.0874	1000.0
422	1158.2072	0.0	1158.2072	1158.2072	1000.0
423	1063.4773	0.0	1063.4773	1063.4773	1000.0
424	1150.9879	0.0	1150.9879	1150.9879	1000.0
425	955.79285	0.0	955.79285	955.79285	1000.0
426	1142.0475	0.0	1142.0475	1142.0475	1000.0
427	1069.1532	0.0	1069.1532	1069.1532	1000.0
428	1094.3137	0.0	1094.3137	1094.3137	1000.0
429	1104.8256	0.0	1104.8256	1104.8256	1000.0
430	1123.9882	0.0	1123.9882	1123.9882	1000.0
431	1285.9147	0.0	1285.9147	1285.9147	1000.0
432	1130.6952	0.0	1130.6952	1130.6952	1000.0
433	1197.2252	0.0	1197.2252	1197.2252	1000.0
434	1133.6431	0.0	1133.6431	1133.6431	1000.0
435	1188.6455	0.0	1188.6455	1188.6455	1000.0
436	1008.1409	0.0	1008.1409	1008.1409	1000.0
437	907.3001	0.0	907.3001	907.3001	1000.0
438	1230.9243	0.0	1230.9243	1230.9243	1000.0
439	1098.3894	0.0	1098.3894	1098.3894	1000.0
440	1069.0422	0.0	1069.0422	1069.0422	1000.0
441	954.3444	0.0	954.3444	954.3444	1000.0
442	1177.9297	0.0	1177.9297	1177.9297	1000.0
443	1200.3134	0.0	1200.3134	1200.3134	1000.0
444	1258.7687	0.0	1258.7687	1258.7687	1000.0
445	1218.7515	0.0	1218.7515	1218.7515	1000.0
446	1162.6177	0.0	1162.6177	1162.6177	1000.0
447	1083.5234	0.0	1083.5234	1083.5234	1000.0
448	1040.1648	0.0	1040.1648	1040.1648	1000.0
449	1159.0737	0.0	1159.0737	1159.0737	1000.0
450	1159.3268	0.0	1159.3268	1159.3268	1000.0
451	1200.6028	0.0	1200.6028	1200.6028	1000.0
452	1316.8882	0.0	1316.8882	1316.8882	1000.0
453	948.6597	0.0	948.6597	948.6597	1000.0
454	1081.2151	0.0	1081.2151	1081.2151	1000.0
455	1242.2509	0.0	1242.2509	1242.2509	1000.0
456	1067.28	0.0	1067.28	1067.28	1000.0
457	1202.3547	0.0	1202.3547	1202.3547	1000.0
458	1110.987	0.0	1110.987	1110.987	1000.0
459	1133.8602	0.0	1133.8602	1133.8602	1000.0
460	1104.0579	0.0	1104.0579	1104.0579	1000.0
461	1086.0818	0.0	1086.0818	1086.0818	1000.0
462	1044.901	0.0	1044.901	1044.901	1000.0
463	981.515	0.0	981.515	981.515	1000.0
464	1120.0221	0.0	1120.0221	1120.0221	1000.0
465	1019.90436	0.0	1019.90436	1019.90436	1000.0
466	1010.82544	0.0	1010.82544	1010.82544	1000.0
467	1149.2565	0.0	1149.2565	1149.2565	1000.0
468	1088.0793	0.0	1088.0793	1088.0793	1000.0
469	845.2173	0.0	845.2173	845.2173	1000.0
470	1038.549	0.0	1038.549	1038.549	1000.0
471	905.94885	0.0	905.94885	905.94885	1000.0
472	853.72754	0.0	853.72754	853.72754	1000.0
473	1141.8192	0.0	1141.8192	1141.8192	1000.0
474	1203.2039	0.0	1203.2039	1203.2039	1000.0
475	1079.0317	0.0	1079.0317	1079.0317	1000.0
476	1008.7647	0.0	1008.7647	1008.7647	1000.0
477	796.3392	0.0	796.3392	796.3392	1000.0
478	1142.9954	0.0	1142.9954	1142.9954	1000.0
479	976.01373	0.0	976.01373	976.01373	1000.0
480	990.9577	0.0	990.9577	990.9577	1000.0
481	802.2728	0.0	802.2728	802.2728	1000.0
482	962.1856	0.0	962.1856	962.1856	1000.0
483	1055.0186	0.0	1055.0186	1055.0186	1000.0
484	638.22266	0.0	638.22266	638.22266	1000.0
485	1098.7163	0.0	1098.7163	1098.7163	1000.0
486	533.50854	0.0	533.50854	533.50854	1000.0
487	1171.6769	0.0	1171.6769	1171.6769	1000.0
488	783.1955	0.0	783.1955	783.1955	1000.0
489	1171.3594	0.0	1171.3594	1171.3594	1000.0
490	938.7407	0.0	938.7407	938.7407	1000.0
491	1012.3037	0.0	1012.3037	1012.3037	1000.0
492	895.22876	0.0	895.22876	895.22876	1000.0
493	943.48553	0.0	943.48553	943.48553	1000.0
494	1046.1248	0.0	1046.1248	1046.1248	1000.0
495	1122.2201	0.0	1122.2201	1122.2201	1000.0
496	1034.7968	0.0	1034.7968	1034.7968	1000.0
497	1306.5146	0.0	1306.5146	1306.5146	1000.0
498	1039.5557	0.0	1039.5557	1039.5557	1000.0
499	897.6296	0.0	897.6296	897.6296	1000.0
500	1128.4197	0.0	1128.4197	1128.4197	1000.0
501	1319.9335	0.0	1319.9335	1319.9335	1000.0
502	1096.728	0.0	1096.728	1096.728	1000.0
503	917.5627	0.0	917.5627	917.5627	1000.0
504	1152.5306	0.0	1152.5306	1152.5306	1000.0
505	1270.606	0.0	1270.606	1270.606	1000.0
506	962.9864	0.0	962.9864	962.9864	1000.0
507	1239.1309	0.0	1239.1309	1239.1309	1000.0
508	1043.8949	0.0	1043.8949	1043.8949	1000.0
509	1362.7676	0.0	1362.7676	1362.7676	1000.0
510	925.4522	0.0	925.4522	925.4522	1000.0
511	1194.7646	0.0	1194.7646	1194.7646	1000.0
512	1322.4242	0.0	1322.4242	1322.4242	1000.0
513	1276.5514	0.0	1276.5514	1276.5514	1000.0
514	1139.7496	0.0	1139.7496	1139.7496	1000.0
515	1171.5194	0.0	1171.5194	1171.5194	1000.0
516	1352.5421	0.0	1352.5421	1352.5421	1000.0
517	1153.966	0.0	1153.966	1153.966	1000.0
518	1095.2533	0.0	1095.2533	1095.2533	1000.0
519	1237.2917	0.0	1237.2917	1237.2917	1000.0
520	1046.861	0.0	1046.861	1046.861	1000.0
521	1370.2987	0.0	1370.2987	1370.2987	1000.0
