Epoch	AverageEpReturns	StdEpReturns	MaxEpReturns	MinEpReturns	EpSteps
522	1319.7545	0.0	1319.7545	1319.7545	1000.0
523	1137.1772	0.0	1137.1772	1137.1772	1000.0
524	1050.1902	0.0	1050.1902	1050.1902	1000.0
525	1107.1885	0.0	1107.1885	1107.1885	1000.0
526	1306.9022	0.0	1306.9022	1306.9022	1000.0
527	1156.1759	0.0	1156.1759	1156.1759	1000.0
528	1190.677	0.0	1190.677	1190.677	1000.0
529	1148.6929	0.0	1148.6929	1148.6929	1000.0
530	1177.3467	0.0	1177.3467	1177.3467	1000.0
531	1292.9053	0.0	1292.9053	1292.9053	1000.0
532	1093.4584	0.0	1093.4584	1093.4584	1000.0
533	1408.2975	0.0	1408.2975	1408.2975	1000.0
534	1336.696	0.0	1336.696	1336.696	1000.0
535	1293.3801	0.0	1293.3801	1293.3801	1000.0
536	1275.9607	0.0	1275.9607	1275.9607	1000.0
537	1188.8049	0.0	1188.8049	1188.8049	1000.0
538	1348.2194	0.0	1348.2194	1348.2194	1000.0
539	1227.0477	0.0	1227.0477	1227.0477	1000.0
540	1426.3146	0.0	1426.3146	1426.3146	1000.0
541	1194.0997	0.0	1194.0997	1194.0997	1000.0
542	1293.493	0.0	1293.493	1293.493	1000.0
543	1396.0205	0.0	1396.0205	1396.0205	1000.0
544	1433.6453	0.0	1433.6453	1433.6453	1000.0
545	1391.9863	0.0	1391.9863	1391.9863	1000.0
546	1353.1517	0.0	1353.1517	1353.1517	1000.0
547	1370.2367	0.0	1370.2367	1370.2367	1000.0
548	1418.1124	0.0	1418.1124	1418.1124	1000.0
549	1327.4589	0.0	1327.4589	1327.4589	1000.0
550	1381.785	0.0	1381.785	1381.785	1000.0
551	1462.0215	0.0	1462.0215	1462.0215	1000.0
552	1077.9631	0.0	1077.9631	1077.9631	1000.0
553	1234.1528	0.0	1234.1528	1234.1528	1000.0
554	1556.0916	0.0	1556.0916	1556.0916	1000.0
555	1313.5588	0.0	1313.5588	1313.5588	1000.0
556	1543.6345	0.0	1543.6345	1543.6345	1000.0
557	1462.0604	0.0	1462.0604	1462.0604	1000.0
558	1465.0966	0.0	1465.0966	1465.0966	1000.0
559	1381.5669	0.0	1381.5669	1381.5669	1000.0
560	1485.8945	0.0	1485.8945	1485.8945	1000.0
561	1078.4163	0.0	1078.4163	1078.4163	1000.0
562	1494.499	0.0	1494.499	1494.499	1000.0
563	1508.1837	0.0	1508.1837	1508.1837	1000.0
564	1446.3167	0.0	1446.3167	1446.3167	1000.0
565	1462.2941	0.0	1462.2941	1462.2941	1000.0
566	1545.1892	0.0	1545.1892	1545.1892	1000.0
567	714.84503	0.0	714.84503	714.84503	1000.0
568	1467.1956	0.0	1467.1956	1467.1956	1000.0
569	1089.9021	0.0	1089.9021	1089.9021	1000.0
570	1268.7122	0.0	1268.7122	1268.7122	1000.0
571	1331.2036	0.0	1331.2036	1331.2036	1000.0
572	1491.3958	0.0	1491.3958	1491.3958	1000.0
573	1493.325	0.0	1493.325	1493.325	1000.0
574	1198.876	0.0	1198.876	1198.876	1000.0
575	1352.0205	0.0	1352.0205	1352.0205	1000.0
576	1327.7128	0.0	1327.7128	1327.7128	1000.0
577	1618.6787	0.0	1618.6787	1618.6787	1000.0
578	1542.8931	0.0	1542.8931	1542.8931	1000.0
579	1530.7375	0.0	1530.7375	1530.7375	1000.0
580	1287.1012	0.0	1287.1012	1287.1012	1000.0
581	1384.1741	0.0	1384.1741	1384.1741	1000.0
582	1587.9	0.0	1587.9	1587.9	1000.0
583	1666.6516	0.0	1666.6516	1666.6516	1000.0
584	1378.4926	0.0	1378.4926	1378.4926	1000.0
585	1211.3394	0.0	1211.3394	1211.3394	1000.0
586	1185.0674	0.0	1185.0674	1185.0674	1000.0
587	1568.9279	0.0	1568.9279	1568.9279	1000.0
588	1524.7255	0.0	1524.7255	1524.7255	1000.0
589	1538.5933	0.0	1538.5933	1538.5933	1000.0
590	1517.8918	0.0	1517.8918	1517.8918	1000.0
591	1568.389	0.0	1568.389	1568.389	1000.0
592	1508.8425	0.0	1508.8425	1508.8425	1000.0
593	1437.1759	0.0	1437.1759	1437.1759	1000.0
594	1497.9454	0.0	1497.9454	1497.9454	1000.0
595	1308.6632	0.0	1308.6632	1308.6632	1000.0
596	1444.1847	0.0	1444.1847	1444.1847	1000.0
597	1484.0316	0.0	1484.0316	1484.0316	1000.0
598	1457.5901	0.0	1457.5901	1457.5901	1000.0
599	1681.9976	0.0	1681.9976	1681.9976	1000.0
600	1665.9115	0.0	1665.9115	1665.9115	1000.0
601	1659.716	0.0	1659.716	1659.716	1000.0
602	1427.4121	0.0	1427.4121	1427.4121	1000.0
603	1657.6294	0.0	1657.6294	1657.6294	1000.0
604	1712.9542	0.0	1712.9542	1712.9542	1000.0
605	1686.964	0.0	1686.964	1686.964	1000.0
606	1622.7261	0.0	1622.7261	1622.7261	1000.0
607	1640.5939	0.0	1640.5939	1640.5939	1000.0
608	1637.701	0.0	1637.701	1637.701	1000.0
609	1521.9337	0.0	1521.9337	1521.9337	1000.0
610	1662.4268	0.0	1662.4268	1662.4268	1000.0
611	1615.4661	0.0	1615.4661	1615.4661	1000.0
612	1548.8336	0.0	1548.8336	1548.8336	1000.0
613	1654.3442	0.0	1654.3442	1654.3442	1000.0
614	1653.4666	0.0	1653.4666	1653.4666	1000.0
615	1392.1158	0.0	1392.1158	1392.1158	1000.0
616	1592.4463	0.0	1592.4463	1592.4463	1000.0
617	1613.9425	0.0	1613.9425	1613.9425	1000.0
618	1778.4012	0.0	1778.4012	1778.4012	1000.0
619	1528.1292	0.0	1528.1292	1528.1292	1000.0
620	1707.3804	0.0	1707.3804	1707.3804	1000.0
621	1765.2684	0.0	1765.2684	1765.2684	1000.0
622	1709.0087	0.0	1709.0087	1709.0087	1000.0
623	1668.9141	0.0	1668.9141	1668.9141	1000.0
624	1619.7341	0.0	1619.7341	1619.7341	1000.0
625	1575.3843	0.0	1575.3843	1575.3843	1000.0
626	1671.5562	0.0	1671.5562	1671.5562	1000.0
627	1660.0667	0.0	1660.0667	1660.0667	1000.0
628	1654.0413	0.0	1654.0413	1654.0413	1000.0
629	1695.2313	0.0	1695.2313	1695.2313	1000.0
630	1759.4601	0.0	1759.4601	1759.4601	1000.0
631	1679.266	0.0	1679.266	1679.266	1000.0
632	1767.243	0.0	1767.243	1767.243	1000.0
633	1646.1274	0.0	1646.1274	1646.1274	1000.0
634	1713.9071	0.0	1713.9071	1713.9071	1000.0
635	1389.9725	0.0	1389.9725	1389.9725	1000.0
636	1743.2733	0.0	1743.2733	1743.2733	1000.0
637	1537.7062	0.0	1537.7062	1537.7062	1000.0
638	1792.8232	0.0	1792.8232	1792.8232	1000.0
639	1817.6157	0.0	1817.6157	1817.6157	1000.0
640	1819.904	0.0	1819.904	1819.904	1000.0
641	1795.5621	0.0	1795.5621	1795.5621	1000.0
642	1822.6312	0.0	1822.6312	1822.6312	1000.0
643	1821.1715	0.0	1821.1715	1821.1715	1000.0
644	1531.9429	0.0	1531.9429	1531.9429	1000.0
645	1718.0314	0.0	1718.0314	1718.0314	1000.0
646	1512.6735	0.0	1512.6735	1512.6735	1000.0
647	1766.1477	0.0	1766.1477	1766.1477	1000.0
648	1790.771	0.0	1790.771	1790.771	1000.0
649	902.01074	0.0	902.01074	902.01074	1000.0
650	1629.0083	0.0	1629.0083	1629.0083	1000.0
651	1563.5089	0.0	1563.5089	1563.5089	1000.0
652	1735.6646	0.0	1735.6646	1735.6646	1000.0
653	1705.7739	0.0	1705.7739	1705.7739	1000.0
654	1752.3029	0.0	1752.3029	1752.3029	1000.0
655	1779.4899	0.0	1779.4899	1779.4899	1000.0
656	1713.7454	0.0	1713.7454	1713.7454	1000.0
657	1641.3136	0.0	1641.3136	1641.3136	1000.0
658	1817.2947	0.0	1817.2947	1817.2947	1000.0
659	1740.3914	0.0	1740.3914	1740.3914	1000.0
660	985.08856	0.0	985.08856	985.08856	1000.0
661	1800.7991	0.0	1800.7991	1800.7991	1000.0
662	1426.786	0.0	1426.786	1426.786	1000.0
663	1193.9062	0.0	1193.9062	1193.9062	1000.0
664	1527.0852	0.0	1527.0852	1527.0852	1000.0
665	1768.757	0.0	1768.757	1768.757	1000.0
666	1707.6853	0.0	1707.6853	1707.6853	1000.0
667	1817.947	0.0	1817.947	1817.947	1000.0
668	1889.6339	0.0	1889.6339	1889.6339	1000.0
669	1234.7235	0.0	1234.7235	1234.7235	1000.0
670	1718.8484	0.0	1718.8484	1718.8484	1000.0
671	1529.8527	0.0	1529.8527	1529.8527	1000.0
672	1080.4847	0.0	1080.4847	1080.4847	1000.0
673	1756.1971	0.0	1756.1971	1756.1971	1000.0
674	1494.737	0.0	1494.737	1494.737	1000.0
675	1720.5824	0.0	1720.5824	1720.5824	1000.0
676	1008.92114	0.0	1008.92114	1008.92114	1000.0
677	1695.8907	0.0	1695.8907	1695.8907	1000.0
678	1493.1262	0.0	1493.1262	1493.1262	1000.0
679	1623.1575	0.0	1623.1575	1623.1575	1000.0
680	1689.2798	0.0	1689.2798	1689.2798	1000.0
681	1732.092	0.0	1732.092	1732.092	1000.0
682	1792.3091	0.0	1792.3091	1792.3091	1000.0
683	1154.822	0.0	1154.822	1154.822	1000.0
684	1622.0177	0.0	1622.0177	1622.0177	1000.0
685	1751.6307	0.0	1751.6307	1751.6307	1000.0
686	1649.2621	0.0	1649.2621	1649.2621	1000.0
687	1459.1206	0.0	1459.1206	1459.1206	1000.0
688	1728.9814	0.0	1728.9814	1728.9814	1000.0
689	1792.3829	0.0	1792.3829	1792.3829	1000.0
690	1661.4126	0.0	1661.4126	1661.4126	1000.0
691	1736.4663	0.0	1736.4663	1736.4663	1000.0
692	1477.8562	0.0	1477.8562	1477.8562	1000.0
693	1059.7897	0.0	1059.7897	1059.7897	1000.0
694	1228.7087	0.0	1228.7087	1228.7087	1000.0
695	1906.984	0.0	1906.984	1906.984	1000.0
696	1843.7303	0.0	1843.7303	1843.7303	1000.0
697	1854.86	0.0	1854.86	1854.86	1000.0
698	1012.2234	0.0	1012.2234	1012.2234	1000.0
699	1494.432	0.0	1494.432	1494.432	1000.0
700	1827.0685	0.0	1827.0685	1827.0685	1000.0
701	1908.2372	0.0	1908.2372	1908.2372	1000.0
702	1905.4884	0.0	1905.4884	1905.4884	1000.0
703	1882.1718	0.0	1882.1718	1882.1718	1000.0
704	1315.7811	0.0	1315.7811	1315.7811	1000.0
705	1553.4208	0.0	1553.4208	1553.4208	1000.0
706	1855.889	0.0	1855.889	1855.889	1000.0
707	1823.0005	0.0	1823.0005	1823.0005	1000.0
708	1829.795	0.0	1829.795	1829.795	1000.0
709	1671.3505	0.0	1671.3505	1671.3505	1000.0
710	1876.4037	0.0	1876.4037	1876.4037	1000.0
711	1799.6431	0.0	1799.6431	1799.6431	1000.0
712	1704.9199	0.0	1704.9199	1704.9199	1000.0
713	1644.4724	0.0	1644.4724	1644.4724	1000.0
714	1778.7363	0.0	1778.7363	1778.7363	1000.0
715	1857.6748	0.0	1857.6748	1857.6748	1000.0
716	1924.9592	0.0	1924.9592	1924.9592	1000.0
717	1803.2881	0.0	1803.2881	1803.2881	1000.0
718	1719.4685	0.0	1719.4685	1719.4685	1000.0
719	1669.3707	0.0	1669.3707	1669.3707	1000.0
720	1743.3577	0.0	1743.3577	1743.3577	1000.0
721	1638.2714	0.0	1638.2714	1638.2714	1000.0
722	1781.5088	0.0	1781.5088	1781.5088	1000.0
723	1850.0444	0.0	1850.0444	1850.0444	1000.0
724	1734.0535	0.0	1734.0535	1734.0535	1000.0
725	1758.5193	0.0	1758.5193	1758.5193	1000.0
726	1664.6399	0.0	1664.6399	1664.6399	1000.0
727	1789.9469	0.0	1789.9469	1789.9469	1000.0
728	1779.4508	0.0	1779.4508	1779.4508	1000.0
729	1858.8597	0.0	1858.8597	1858.8597	1000.0
730	1821.3156	0.0	1821.3156	1821.3156	1000.0
731	1064.2557	0.0	1064.2557	1064.2557	1000.0
732	1677.0039	0.0	1677.0039	1677.0039	1000.0
733	1752.3367	0.0	1752.3367	1752.3367	1000.0
734	1760.537	0.0	1760.537	1760.537	1000.0
735	1834.6936	0.0	1834.6936	1834.6936	1000.0
736	1598.7567	0.0	1598.7567	1598.7567	1000.0
737	1205.531	0.0	1205.531	1205.531	1000.0
738	1450.3019	0.0	1450.3019	1450.3019	1000.0
739	1642.2952	0.0	1642.2952	1642.2952	1000.0
740	1742.8192	0.0	1742.8192	1742.8192	1000.0
741	1952.6918	0.0	1952.6918	1952.6918	1000.0
742	1803.0636	0.0	1803.0636	1803.0636	1000.0
743	1875.2135	0.0	1875.2135	1875.2135	1000.0
744	1233.2745	0.0	1233.2745	1233.2745	1000.0
745	1825.074	0.0	1825.074	1825.074	1000.0
746	1530.8657	0.0	1530.8657	1530.8657	1000.0
747	1094.4854	0.0	1094.4854	1094.4854	1000.0
748	1817.3418	0.0	1817.3418	1817.3418	1000.0
749	1247.4576	0.0	1247.4576	1247.4576	1000.0
750	1824.0693	0.0	1824.0693	1824.0693	1000.0
751	1571.2065	0.0	1571.2065	1571.2065	1000.0
752	1852.9923	0.0	1852.9923	1852.9923	1000.0
753	1918.299	0.0	1918.299	1918.299	1000.0
754	1761.146	0.0	1761.146	1761.146	1000.0
755	1753.5118	0.0	1753.5118	1753.5118	1000.0
756	1930.8923	0.0	1930.8923	1930.8923	1000.0
757	1767.7784	0.0	1767.7784	1767.7784	1000.0
758	1815.0394	0.0	1815.0394	1815.0394	1000.0
759	1948.3174	0.0	1948.3174	1948.3174	1000.0
760	1900.5972	0.0	1900.5972	1900.5972	1000.0
761	1898.6136	0.0	1898.6136	1898.6136	1000.0
762	1832.6356	0.0	1832.6356	1832.6356	1000.0
763	1875.7045	0.0	1875.7045	1875.7045	1000.0
764	1151.6433	0.0	1151.6433	1151.6433	1000.0
765	1784.8927	0.0	1784.8927	1784.8927	1000.0
766	1856.1215	0.0	1856.1215	1856.1215	1000.0
767	1852.4412	0.0	1852.4412	1852.4412	1000.0
768	1804.5304	0.0	1804.5304	1804.5304	1000.0
769	1793.5261	0.0	1793.5261	1793.5261	1000.0
770	1904.239	0.0	1904.239	1904.239	1000.0
771	1849.7732	0.0	1849.7732	1849.7732	1000.0
772	1855.4916	0.0	1855.4916	1855.4916	1000.0
773	1878.3131	0.0	1878.3131	1878.3131	1000.0
774	1992.0728	0.0	1992.0728	1992.0728	1000.0
775	1859.1512	0.0	1859.1512	1859.1512	1000.0
776	1948.8158	0.0	1948.8158	1948.8158	1000.0
777	1995.0831	0.0	1995.0831	1995.0831	1000.0
778	1914.8561	0.0	1914.8561	1914.8561	1000.0
779	1792.6248	0.0	1792.6248	1792.6248	1000.0
780	1684.0201	0.0	1684.0201	1684.0201	1000.0
781	1804.6884	0.0	1804.6884	1804.6884	1000.0
782	1899.0386	0.0	1899.0386	1899.0386	1000.0
783	1890.0804	0.0	1890.0804	1890.0804	1000.0
784	1956.6774	0.0	1956.6774	1956.6774	1000.0
785	1901.998	0.0	1901.998	1901.998	1000.0
786	1817.0685	0.0	1817.0685	1817.0685	1000.0
787	1903.5552	0.0	1903.5552	1903.5552	1000.0
788	1873.9318	0.0	1873.9318	1873.9318	1000.0
789	1935.7294	0.0	1935.7294	1935.7294	1000.0
790	1932.3761	0.0	1932.3761	1932.3761	1000.0
791	1962.0819	0.0	1962.0819	1962.0819	1000.0
792	1873.4216	0.0	1873.4216	1873.4216	1000.0
793	1668.8983	0.0	1668.8983	1668.8983	1000.0
794	1992.9728	0.0	1992.9728	1992.9728	1000.0
795	1877.3105	0.0	1877.3105	1877.3105	1000.0
796	2019.745	0.0	2019.745	2019.745	1000.0
797	2001.409	0.0	2001.409	2001.409	1000.0
798	1956.6329	0.0	1956.6329	1956.6329	1000.0
799	1600.0062	0.0	1600.0062	1600.0062	1000.0
800	1988.7075	0.0	1988.7075	1988.7075	1000.0
801	1759.4048	0.0	1759.4048	1759.4048	1000.0
802	1084.6876	0.0	1084.6876	1084.6876	1000.0
803	1758.1294	0.0	1758.1294	1758.1294	1000.0
804	1911.9989	0.0	1911.9989	1911.9989	1000.0
805	1971.3464	0.0	1971.3464	1971.3464	1000.0
806	1958.5695	0.0	1958.5695	1958.5695	1000.0
807	1968.2052	0.0	1968.2052	1968.2052	1000.0
808	970.3351	0.0	970.3351	970.3351	1000.0
809	1887.3452	0.0	1887.3452	1887.3452	1000.0
810	1941.2595	0.0	1941.2595	1941.2595	1000.0
811	1883.6279	0.0	1883.6279	1883.6279	1000.0
812	1932.1097	0.0	1932.1097	1932.1097	1000.0
813	1945.6498	0.0	1945.6498	1945.6498	1000.0
814	1855.076	0.0	1855.076	1855.076	1000.0
815	1953.7233	0.0	1953.7233	1953.7233	1000.0
816	1928.05	0.0	1928.05	1928.05	1000.0
817	1397.0931	0.0	1397.0931	1397.0931	1000.0
818	1898.565	0.0	1898.565	1898.565	1000.0
819	1022.4262	0.0	1022.4262	1022.4262	1000.0
820	1922.405	0.0	1922.405	1922.405	1000.0
821	1872.903	0.0	1872.903	1872.903	1000.0
822	1919.726	0.0	1919.726	1919.726	1000.0
823	1981.3217	0.0	1981.3217	1981.3217	1000.0
824	1950.5476	0.0	1950.5476	1950.5476	1000.0
825	1900.5657	0.0	1900.5657	1900.5657	1000.0
826	1911.7545	0.0	1911.7545	1911.7545	1000.0
827	1868.9714	0.0	1868.9714	1868.9714	1000.0
828	1821.2238	0.0	1821.2238	1821.2238	1000.0
829	1720.2883	0.0	1720.2883	1720.2883	1000.0
830	1902.5728	0.0	1902.5728	1902.5728	1000.0
831	1965.0435	0.0	1965.0435	1965.0435	1000.0
832	1992.9651	0.0	1992.9651	1992.9651	1000.0
833	1943.0557	0.0	1943.0557	1943.0557	1000.0
834	1979.0311	0.0	1979.0311	1979.0311	1000.0
835	1901.9375	0.0	1901.9375	1901.9375	1000.0
836	1921.6605	0.0	1921.6605	1921.6605	1000.0
837	1934.7838	0.0	1934.7838	1934.7838	1000.0
838	1945.8474	0.0	1945.8474	1945.8474	1000.0
839	1946.3964	0.0	1946.3964	1946.3964	1000.0
840	1487.0342	0.0	1487.0342	1487.0342	1000.0
841	1962.6189	0.0	1962.6189	1962.6189	1000.0
842	1863.9535	0.0	1863.9535	1863.9535	1000.0
843	1912.839	0.0	1912.839	1912.839	1000.0
844	1948.9161	0.0	1948.9161	1948.9161	1000.0
845	1958.8475	0.0	1958.8475	1958.8475	1000.0
846	1942.5254	0.0	1942.5254	1942.5254	1000.0
847	1963.9509	0.0	1963.9509	1963.9509	1000.0
848	1843.4009	0.0	1843.4009	1843.4009	1000.0
849	1977.1066	0.0	1977.1066	1977.1066	1000.0
850	1987.4338	0.0	1987.4338	1987.4338	1000.0
851	1944.8486	0.0	1944.8486	1944.8486	1000.0
852	1962.7999	0.0	1962.7999	1962.7999	1000.0
853	1939.953	0.0	1939.953	1939.953	1000.0
854	1920.1971	0.0	1920.1971	1920.1971	1000.0
855	1964.144	0.0	1964.144	1964.144	1000.0
856	1872.2297	0.0	1872.2297	1872.2297	1000.0
857	1861.5028	0.0	1861.5028	1861.5028	1000.0
858	1995.1771	0.0	1995.1771	1995.1771	1000.0
859	1880.5413	0.0	1880.5413	1880.5413	1000.0
860	1962.6068	0.0	1962.6068	1962.6068	1000.0
861	1960.2985	0.0	1960.2985	1960.2985	1000.0
862	1948.0043	0.0	1948.0043	1948.0043	1000.0
863	1854.8718	0.0	1854.8718	1854.8718	1000.0
864	1958.7357	0.0	1958.7357	1958.7357	1000.0
865	1974.5946	0.0	1974.5946	1974.5946	1000.0
866	1706.4788	0.0	1706.4788	1706.4788	1000.0
867	1873.8163	0.0	1873.8163	1873.8163	1000.0
868	1888.6936	0.0	1888.6936	1888.6936	1000.0
869	1925.9817	0.0	1925.9817	1925.9817	1000.0
870	1841.2352	0.0	1841.2352	1841.2352	1000.0
871	1926.9432	0.0	1926.9432	1926.9432	1000.0
872	1917.735	0.0	1917.735	1917.735	1000.0
873	1955.0328	0.0	1955.0328	1955.0328	1000.0
874	1910.1395	0.0	1910.1395	1910.1395	1000.0
875	1553.3466	0.0	1553.3466	1553.3466	1000.0
876	1934.2854	0.0	1934.2854	1934.2854	1000.0
877	1960.8778	0.0	1960.8778	1960.8778	1000.0
878	2008.07	0.0	2008.07	2008.07	1000.0
879	2003.1621	0.0	2003.1621	2003.1621	1000.0
880	2000.3296	0.0	2000.3296	2000.3296	1000.0
881	1961.1449	0.0	1961.1449	1961.1449	1000.0
882	2062.96	0.0	2062.96	2062.96	1000.0
883	1921.0397	0.0	1921.0397	1921.0397	1000.0
884	1929.3772	0.0	1929.3772	1929.3772	1000.0
885	2033.5188	0.0	2033.5188	2033.5188	1000.0
886	2057.6675	0.0	2057.6675	2057.6675	1000.0
887	2063.2573	0.0	2063.2573	2063.2573	1000.0
888	2021.8625	0.0	2021.8625	2021.8625	1000.0
889	2035.2642	0.0	2035.2642	2035.2642	1000.0
890	1947.3386	0.0	1947.3386	1947.3386	1000.0
891	1974.0532	0.0	1974.0532	1974.0532	1000.0
892	2057.4626	0.0	2057.4626	2057.4626	1000.0
893	1990.4424	0.0	1990.4424	1990.4424	1000.0
894	1821.1146	0.0	1821.1146	1821.1146	1000.0
895	1970.4218	0.0	1970.4218	1970.4218	1000.0
896	2055.129	0.0	2055.129	2055.129	1000.0
897	1988.6772	0.0	1988.6772	1988.6772	1000.0
898	1947.6046	0.0	1947.6046	1947.6046	1000.0
899	1990.3585	0.0	1990.3585	1990.3585	1000.0
900	2023.083	0.0	2023.083	2023.083	1000.0
901	1960.0632	0.0	1960.0632	1960.0632	1000.0
902	2020.7512	0.0	2020.7512	2020.7512	1000.0
903	1949.932	0.0	1949.932	1949.932	1000.0
904	2019.4674	0.0	2019.4674	2019.4674	1000.0
905	1994.2079	0.0	1994.2079	1994.2079	1000.0
906	2071.679	0.0	2071.679	2071.679	1000.0
907	2015.4454	0.0	2015.4454	2015.4454	1000.0
908	1939.2244	0.0	1939.2244	1939.2244	1000.0
909	1979.1547	0.0	1979.1547	1979.1547	1000.0
910	2068.9866	0.0	2068.9866	2068.9866	1000.0
911	2054.7292	0.0	2054.7292	2054.7292	1000.0
912	2025.2458	0.0	2025.2458	2025.2458	1000.0
913	2025.6244	0.0	2025.6244	2025.6244	1000.0
914	1975.6914	0.0	1975.6914	1975.6914	1000.0
915	2115.1687	0.0	2115.1687	2115.1687	1000.0
916	1709.7854	0.0	1709.7854	1709.7854	1000.0
917	2064.8445	0.0	2064.8445	2064.8445	1000.0
918	2104.5757	0.0	2104.5757	2104.5757	1000.0
919	2069.5432	0.0	2069.5432	2069.5432	1000.0
920	2094.6685	0.0	2094.6685	2094.6685	1000.0
921	2106.3975	0.0	2106.3975	2106.3975	1000.0
922	2035.3956	0.0	2035.3956	2035.3956	1000.0
923	2094.3137	0.0	2094.3137	2094.3137	1000.0
924	2084.2534	0.0	2084.2534	2084.2534	1000.0
925	1999.2225	0.0	1999.2225	1999.2225	1000.0
926	1983.4127	0.0	1983.4127	1983.4127	1000.0
927	1468.7816	0.0	1468.7816	1468.7816	1000.0
928	1935.5557	0.0	1935.5557	1935.5557	1000.0
929	1931.8855	0.0	1931.8855	1931.8855	1000.0
930	2027.8672	0.0	2027.8672	2027.8672	1000.0
931	2041.4584	0.0	2041.4584	2041.4584	1000.0
932	1923.4565	0.0	1923.4565	1923.4565	1000.0
933	2006.8826	0.0	2006.8826	2006.8826	1000.0
934	1820.4905	0.0	1820.4905	1820.4905	1000.0
935	1652.4246	0.0	1652.4246	1652.4246	1000.0
936	1961.898	0.0	1961.898	1961.898	1000.0
937	1887.5607	0.0	1887.5607	1887.5607	1000.0
938	2040.0718	0.0	2040.0718	2040.0718	1000.0
939	2032.8124	0.0	2032.8124	2032.8124	1000.0
940	2031.6454	0.0	2031.6454	2031.6454	1000.0
941	2121.9202	0.0	2121.9202	2121.9202	1000.0
942	2015.4873	0.0	2015.4873	2015.4873	1000.0
943	2052.949	0.0	2052.949	2052.949	1000.0
944	2088.8645	0.0	2088.8645	2088.8645	1000.0
945	1739.4197	0.0	1739.4197	1739.4197	1000.0
946	1762.5851	0.0	1762.5851	1762.5851	1000.0
947	1957.1154	0.0	1957.1154	1957.1154	1000.0
948	1784.5765	0.0	1784.5765	1784.5765	1000.0
949	1945.26	0.0	1945.26	1945.26	1000.0
950	2030.5981	0.0	2030.5981	2030.5981	1000.0
951	2000.7814	0.0	2000.7814	2000.7814	1000.0
952	1972.1344	0.0	1972.1344	1972.1344	1000.0
953	1994.4731	0.0	1994.4731	1994.4731	1000.0
954	1831.3044	0.0	1831.3044	1831.3044	1000.0
955	2041.57	0.0	2041.57	2041.57	1000.0
956	2057.8835	0.0	2057.8835	2057.8835	1000.0
957	1854.9303	0.0	1854.9303	1854.9303	1000.0
958	2003.7539	0.0	2003.7539	2003.7539	1000.0
959	2032.7853	0.0	2032.7853	2032.7853	1000.0
960	1984.6268	0.0	1984.6268	1984.6268	1000.0
961	2017.848	0.0	2017.848	2017.848	1000.0
962	1260.5479	0.0	1260.5479	1260.5479	1000.0
963	1910.2073	0.0	1910.2073	1910.2073	1000.0
964	2073.7397	0.0	2073.7397	2073.7397	1000.0
965	2134.8794	0.0	2134.8794	2134.8794	1000.0
966	2046.9912	0.0	2046.9912	2046.9912	1000.0
967	2096.5667	0.0	2096.5667	2096.5667	1000.0
968	2061.1804	0.0	2061.1804	2061.1804	1000.0
969	2054.3257	0.0	2054.3257	2054.3257	1000.0
970	2137.9214	0.0	2137.9214	2137.9214	1000.0
971	2085.0325	0.0	2085.0325	2085.0325	1000.0
972	2086.4731	0.0	2086.4731	2086.4731	1000.0
973	1561.8119	0.0	1561.8119	1561.8119	1000.0
974	2129.3374	0.0	2129.3374	2129.3374	1000.0
975	2054.442	0.0	2054.442	2054.442	1000.0
976	2078.2249	0.0	2078.2249	2078.2249	1000.0
977	1573.9492	0.0	1573.9492	1573.9492	1000.0
978	2051.15	0.0	2051.15	2051.15	1000.0
979	2039.6146	0.0	2039.6146	2039.6146	1000.0
980	2143.4668	0.0	2143.4668	2143.4668	1000.0
981	2071.618	0.0	2071.618	2071.618	1000.0
982	2118.2659	0.0	2118.2659	2118.2659	1000.0
983	2096.7878	0.0	2096.7878	2096.7878	1000.0
984	2135.7935	0.0	2135.7935	2135.7935	1000.0
985	2096.8984	0.0	2096.8984	2096.8984	1000.0
986	2021.878	0.0	2021.878	2021.878	1000.0
987	2124.3757	0.0	2124.3757	2124.3757	1000.0
988	2115.947	0.0	2115.947	2115.947	1000.0
989	2118.4353	0.0	2118.4353	2118.4353	1000.0
990	2174.034	0.0	2174.034	2174.034	1000.0
991	2131.0842	0.0	2131.0842	2131.0842	1000.0
992	1964.4144	0.0	1964.4144	1964.4144	1000.0
993	2170.595	0.0	2170.595	2170.595	1000.0
994	2140.257	0.0	2140.257	2140.257	1000.0
995	2120.1694	0.0	2120.1694	2120.1694	1000.0
996	2112.245	0.0	2112.245	2112.245	1000.0
997	1915.2391	0.0	1915.2391	1915.2391	1000.0
998	2143.799	0.0	2143.799	2143.799	1000.0
999	2154.5862	0.0	2154.5862	2154.5862	1000.0
1000	2075.0159	0.0	2075.0159	2075.0159	1000.0
1001	2117.4932	0.0	2117.4932	2117.4932	1000.0
1002	2113.717	0.0	2113.717	2113.717	1000.0
1003	2102.522	0.0	2102.522	2102.522	1000.0
1004	2126.998	0.0	2126.998	2126.998	1000.0
1005	2126.4248	0.0	2126.4248	2126.4248	1000.0
1006	2121.8826	0.0	2121.8826	2121.8826	1000.0
1007	2113.6228	0.0	2113.6228	2113.6228	1000.0
1008	1914.8956	0.0	1914.8956	1914.8956	1000.0
1009	2138.6165	0.0	2138.6165	2138.6165	1000.0
